,NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)
5315,-200,19,1268,810,536,267,1531,1675,10.7,62.1,0.7972,1374
5316,-200,10.1,981,116,786,117,1480,797,35.3,16.7,0.9402,998
5317,-200,1.3,526,63,1171,55,1023,496,11.7,64.6,0.8888,877
5318,-200,4.8,752,196,844,77,1153,897,9,77.3,0.8873,982
5319,-200,-200,-200,167,-200,104,-200,-200,-200,-200,-200,-200
5320,-200,19.6,1285,412,518,101,1883,1505,26.4,45.8,1.553,1413
5321,,,,,,,,,,,,
5322,-200,3.5,680,161,1015,111,741,461,11.9,19.2,0.2677,849
5323,-200,8,898,-200,749,-200,1470,977,26.3,38.3,1.2932,1058
5324,-200,3.6,688,51,1299,60,1435,512,23.6,38.1,1.0917,817
5325,-200,1.8,565,121,912,84,1074,547,9.4,73.1,0.8621,992
5326,-200,4,713,-200,1027,-200,1436,809,19.4,73.4,1.6417,875
5327,-200,23.5,1392,896,490,235,1458,1863,7.8,49,0.5191,1360
5328,872,27.1,1483,250,615,164,2087,1757,24.9,30.8,0.954,1557
5329,-200,-200,-200,48,-200,60,-200,-200,-200,-200,-200,-200
5330,-200,7.2,864,267,818,145,1010,1327,5.9,47.8,0.4459,1049
5331,-200,24.5,1418,756,459,159,1681,1554,6.8,74.8,0.7423,1472
5332,-200,4.2,723,41,1378,46,1256,471,32,15,0.7028,815
5333,-200,6.7,842,84,872,83,1653,973,18.9,62.5,1.3521,1135
5334,-200,3.8,699,17,1123,30,1508,558,23,51.1,1.4175,841
5335,-200,9.7,967,104,801,99,1774,910,27,39.9,1.402,1092
5336,-200,16.7,1200,583,469,215,1520,1577,15.1,49.8,0.8458,1542
5337,-200,13.3,1093,-200,873,-200,1749,924,26.2,32.6,1.0892,1053
5338,-200,16.8,1203,445,580,129,1739,1308,20.7,58.6,1.4142,1214
5339,224,15.3,1159,193,764,125,1856,1494,15.7,60.2,1.0654,1439
5340,,,,,,,,,,,,
5341,-200,22.4,1363,370,485,105,1815,1556,20.3,61.4,1.4417,1388
5342,-200,14.9,1145,574,641,122,1482,1615,12.4,78.4,1.1269,1424
5343,-200,-200,-200,1058,-200,217,-200,-200,-200,-200,-200,-200
5344,-200,7.8,891,261,908,99,1278,765,21.5,31.4,0.7943,990
5345,-200,4.9,761,49,954,55,1501,815,18,57.6,1.1788,973
5346,-200,10.7,1004,585,702,100,1204,1080,4,83.1,0.682,1057
5347,-200,8.4,914,356,947,124,1064,1080,8.2,46.8,0.5091,1035
5348,-200,1.8,571,95,931,72,1063,764,10.1,69.8,0.8619,972
5349,-200,18.7,1260,539,662,164,1256,1269,13.7,22.9,0.3581,1050
5350,144,8.7,927,119,959,96,1477,825,16.9,34.6,0.6597,1118
5351,-200,8.5,921,295,660,138,1310,1040,16.3,51.5,0.9462,1186
5352,-200,3.1,655,107,949,77,949,742,1.6,74.3,0.5168,914
5353,-200,20.5,1311,339,525,98,1845,1748,28.7,38.4,1.486,1389
5354,-200,15.8,1174,-200,668,-200,1788,1192,32.3,35.9,1.7067,1228
5355,-200,19.3,1277,403,563,123,1892,1429,25.7,47.8,1.5548,1358
5356,195,8.9,935,147,882,95,1518,1026,21.1,30.2,0.745,1109
5357,-200,-200,-200,220,-200,151,-200,-200,-200,-200,-200,-200
5358,-200,10.9,1010,360,613,218,1305,1050,7.4,69.3,0.7165,1174
5359,-200,22.3,1358,258,556,113,2248,1406,16.1,79.2,1.4398,1505
5360,-200,6.2,820,288,932,127,1072,820,13.8,36.2,0.569,894
5361,-200,7,857,301,1699,96,1248,921,8.7,80.8,0.9096,1007
5362,-200,31.3,1582,357,575,166,2456,1716,13.6,58.8,0.912,1819
5363,-200,3.6,690,127,761,71,1223,867,14.2,68.3,1.0988,1050
5364,-200,-200,-200,369,-200,165,-200,-200,-200,-200,-200,-200
5365,-200,4.2,721,103,866,59,1059,836,5.1,81.3,0.7204,981
5366,-200,11.1,1020,473,656,199,1054,1629,5.1,36.4,0.323,1180
5367,-200,10,979,248,798,95,1580,958,21.1,58.3,1.4444,1021
5368,-200,15.6,1168,388,475,160,1564,1539,21.7,39,0.9979,1350
5369,-200,18.8,1263,338,640,113,1790,1212,23,49.3,1.3689,1167
5370,-200,6,811,191,773,121,1129,966,5,76.5,0.6728,1092
5371,-200,7,859,73,900,83,1645,860,28.4,39.1,1.4881,1036
5372,-200,8.5,921,76,778,99,1635,692,37.1,25.6,1.5868,1009
5373,-200,9.5,958,366,627,193,1175,1200,10.3,45.4,0.5666,1140
5374,149,7.7,887,110,920,88,1462,869,16.3,41.8,0.7712,1061
5375,-200,14.2,1122,116,863,119,1721,836,30.9,24.4,1.0724,1060
5376,-200,14,1117,178,742,150,1586,1076,34.4,16.6,0.8892,1043
5377,-200,6.6,837,323,665,172,1204,1208,14.6,51.6,0.8508,1189
5378,-200,4.1,718,134,757,93,1230,951,14.2,68.6,1.1068,998
5379,-200,10.5,997,-200,830,-200,1673,1041,18.5,48.9,1.0323,1366
5380,-200,7.2,865,-200,764,-200,1130,902,10.8,47.3,0.6122,990
5381,-200,2.4,613,148,992,82,934,861,2.4,71.9,0.5288,911
5382,-200,7.6,881,48,956,61,1607,662,24.1,43.3,1.2839,938
5383,38,1.8,568,38,1450,54,1253,479,9.1,68.1,0.789,902
5384,-200,8.6,923,-200,697,-200,1602,839,27,43,1.5118,1062
5385,-200,12.3,1061,459,622,182,1257,1473,12.3,46.3,0.6597,1194
5386,-200,12,1048,315,772,110,1574,1059,23.7,45.4,1.315,1064
5387,-200,8.8,933,254,608,147,1373,1389,16.8,58.2,1.1022,1130
5388,-200,5.3,777,-200,880,-200,1333,632,29.2,28.6,1.1423,943
5389,-200,7.7,886,316,713,98,1225,1158,8.5,81.1,0.8989,1126
5390,-200,1.4,538,19,1449,30,1400,514,21,53.1,1.3031,734
5391,-200,31.2,1578,583,440,150,2125,1921,25.7,45.6,1.487,1535
5392,,,,,,,,,,,,
5393,-200,4.6,743,203,864,75,1155,885,9.1,77.3,0.8944,974
5394,-200,6.6,838,60,850,84,1541,653,34.2,30.8,1.6299,985
5395,-200,34.4,1650,-200,632,-200,2337,1789,19,41.6,0.9039,1485
5396,-200,10.9,1012,254,650,80,1436,1060,18.4,61.3,1.2854,1121
5397,-200,6.1,816,65,1044,66,1489,628,25.6,31.5,1.0184,962
5398,-200,20.1,1300,745,473,158,1753,1743,15.6,71.4,1.2596,1567
5399,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5400,-200,2.5,620,111,846,83,1098,572,12.1,67.3,0.948,1005
5401,-200,40,1771,686,373,163,2486,2235,24.3,54.3,1.6276,1808
5402,-200,4.3,726,228,834,156,913,1083,3.1,56.7,0.4388,1008
5403,-200,1.5,547,25,1256,33,1351,505,16,61.4,1.1043,876
5404,-200,7,858,92,923,69,1608,894,19.8,50.4,1.1525,912
5405,-200,4.4,734,48,1043,58,1324,808,14.6,51.4,0.8489,867
5406,-200,2.9,647,154,906,119,997,649,7.1,62.6,0.6341,1016
5407,-200,-200,-200,224,-200,155,-200,-200,-200,-200,-200,-200
5408,-200,29,1527,875,419,179,1761,2086,7.9,60,0.6406,1578
5409,-200,9.4,954,416,701,124,1313,1133,12.1,64.8,0.9135,1184
5410,-200,2.8,640,154,1022,77,1152,682,11.3,81,1.0851,904
5411,-200,4.6,745,61,959,66,1426,888,16.5,53.5,0.9928,986
5412,-200,6.9,854,222,722,130,1065,1218,5.3,57.8,0.5177,1135
5413,-200,33.7,1637,-200,411,-200,2338,1848,24.2,54.3,1.6117,1707
5414,-200,4.6,744,87,813,79,1695,778,25.4,68,2.1806,1032
5415,-200,26,1455,-200,438,-200,2027,1916,22.4,64.6,1.7271,1631
5416,-200,9.4,956,108,812,104,1770,932,22.2,53.9,1.4237,1064
5417,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5418,-200,5.3,777,191,797,140,969,774,13.5,29.1,0.4486,1059
5419,-200,29.5,1540,948,486,139,1961,1803,11.3,75.3,1.0048,1609
5420,-200,4.7,747,51,961,59,1384,702,20.7,45.9,1.1088,836
5421,-200,8.3,910,109,881,84,1670,751,28.4,34.4,1.314,1005
5422,-200,18.2,1245,236,665,187,1782,1211,37.3,17.3,1.084,1157
5423,-200,14.6,1137,449,503,136,1526,1471,13.2,69.1,1.0452,1361
5424,-200,1,503,-200,1525,-200,1321,441,21,47.1,1.1546,732
5425,-200,4.3,725,155,953,115,855,746,4,43.1,0.3551,916
5426,-200,2.1,589,105,1045,90,813,550,6.9,39.6,0.3966,915
5427,-200,8.6,925,310,776,148,1016,1066,13.4,27.2,0.4157,987
5428,165,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657,1309
5429,285,19.7,1287,229,698,95,2055,1507,13.6,56.3,0.8743,1539
5430,-200,-200,-200,292,-200,107,-200,-200,-200,-200,-200,-200
5431,-200,13.7,1108,423,818,123,1450,1250,19.2,47.1,1.0371,1199
5432,-200,22.8,1372,282,575,147,1964,1465,26,29.7,0.9831,1172
5433,-200,8.3,910,225,629,125,1301,875,25.6,28.5,0.9199,1082
5434,-200,7.3,871,-200,711,-200,1580,909,22.6,62.6,1.6945,999
5435,-200,10.3,990,90,799,103,1685,849,34.3,26,1.3865,1102
5436,-200,3.2,665,146,907,119,1007,703,4,79.3,0.6517,952
5437,-200,23.9,1402,-200,475,-200,2018,1780,23.9,57.2,1.6774,1539
5438,-200,2.7,634,181,1009,117,1018,591,6.3,73,0.7024,889
5439,-200,9.2,949,104,678,89,1751,982,27.5,51.5,1.8664,1074
5440,-200,0.7,466,33,1451,30,1034,449,14.8,65.5,1.0965,803
5441,-200,4,709,206,936,95,953,921,4.8,64.6,0.563,909
5442,-200,2.9,643,-200,1114,-200,1405,522,22.3,50.4,1.3379,836
5443,-200,8.3,913,326,762,127,930,990,14.1,18.1,0.2884,984
5444,-200,9,941,100,844,110,1648,932,35.2,24.8,1.3854,1055
5445,-200,5.8,804,78,791,69,1658,861,26.7,53.3,1.8366,963
5446,270,12.2,1057,174,841,119,1633,1244,13.6,44.9,0.6991,1258
5447,-200,28.2,1508,650,468,136,2092,1670,20.3,66.7,1.5656,1463
5448,-200,2.8,639,153,843,103,1033,903,8.2,65.9,0.7168,966
5449,137,-200,-200,129,-200,106,-200,-200,-200,-200,-200,-200
5450,-200,10.2,985,289,585,156,1252,996,18.8,31.5,0.6752,1201
5451,-200,13,1084,305,748,117,1402,1153,26.2,24.4,0.8174,1050
5452,333,20.1,1299,274,752,149,1941,1627,12.1,53.3,0.7536,1598
5453,-200,10.2,986,-200,756,-200,1362,1473,11.9,79.7,1.1075,1279
5454,-200,16.3,1188,213,790,137,1901,1251,20.9,43.6,1.0683,1175
5455,-200,9,938,-200,690,-200,1613,747,29.8,39.6,1.6324,1087
5456,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372,1124
5457,-200,2.1,593,132,1072,99,793,408,13.2,31.8,0.4798,835
5458,-200,8.8,933,334,581,166,1329,1058,17,47.5,0.9146,1209
5459,-200,-200,-200,215,-200,148,-200,-200,-200,-200,-200,-200
5460,-200,1.6,552,93,1165,77,812,737,3.1,51,0.3947,849
5461,-200,10.1,981,452,677,113,1335,1258,9.6,76.5,0.9184,1218
5462,68,2.7,635,-200,1159,-200,1387,778,12.9,68.5,1.0155,974
5463,-200,11.3,1025,93,829,94,1517,753,35.4,15.3,0.8649,938
5464,-200,2,586,93,977,61,1090,586,13.1,63.4,0.9535,944
5465,-200,10.4,992,302,715,180,1092,1051,7.8,39.7,0.4206,1054
5466,-200,13.6,1103,413,622,94,1662,1090,16.8,79.8,1.5115,1149
5467,85,3.9,705,73,1086,73,1364,918,10.9,64.6,0.8395,936
5468,-200,6.8,849,347,680,154,1173,1189,4.1,81.2,0.6721,1142
5469,-200,7.3,870,255,708,168,1057,1059,11.6,33.3,0.454,1110
5470,486,20.3,1306,190,634,114,2060,1365,12.6,70.2,1.0221,1474
5471,-200,1.6,553,132,1133,95,742,419,8.2,30.1,0.3281,863
5472,-200,2.4,615,95,885,68,1104,776,11.6,74.9,1.0224,905
5473,-200,1.7,560,41,1409,49,1317,407,16.2,53.7,0.9799,835
5474,-200,12,1051,-200,640,-200,1616,1199,28.7,38.2,1.4794,1108
5475,26,0.8,477,-200,1722,-200,1115,335,14,44.3,0.7038,775
5476,-200,6.4,828,-200,735,-200,997,1157,2.1,64.2,0.4633,1105
5477,-200,22.7,1370,679,445,189,1581,1817,7.1,50,0.5067,1452
5478,-200,1.6,556,109,1938,67,840,416,10.4,36.2,0.4561,711
5479,-200,17.6,1229,381,523,63,1872,1365,20.9,66.3,1.6165,1403
5480,-200,19,1269,605,500,136,1735,1534,19.2,57.9,1.2757,1405
5481,-200,10.9,1011,305,620,146,1262,903,23.6,23.2,0.6665,1191
5482,-200,9.5,960,189,671,96,1637,899,23.7,55.4,1.6031,1046
5483,-200,10.9,1012,115,777,129,1523,868,41.4,13.8,1.0786,1078
5484,-200,4.7,747,204,820,133,964,1133,6.6,51.2,0.5007,1059
5485,95,5.1,769,100,1103,90,1310,731,15.5,37,0.6447,940
5486,-200,18.7,1260,-200,494,-200,1568,1442,5.7,79.7,0.734,1424
5487,-200,11.7,1040,122,720,108,1810,961,35.6,27.2,1.5557,1160
5488,-200,18.6,1256,556,537,119,1842,1297,18.5,76.2,1.6045,1340
5489,84,5.1,770,75,1047,84,1326,913,11.2,56.2,0.7469,1028
5490,-200,11.6,1037,-200,638,-200,1648,1033,25.4,48.9,1.565,1289
5491,-200,0.9,486,58,1282,49,781,422,4,47.8,0.3919,818
5492,-200,11.1,1020,377,605,133,1337,1379,10,73.2,0.8988,1216
5493,-200,-200,-200,89,-200,72,-200,-200,-200,-200,-200,-200
5494,-200,9.9,974,66,763,77,1800,982,26.2,49.4,1.6555,1032
5495,221,11.2,1022,137,916,117,1508,853,17.1,31.3,0.6038,1119
5496,-200,5,761,235,854,172,876,1051,3.1,47.1,0.3638,980
5497,-200,3.8,699,-200,912,-200,1361,796,19.8,59.3,1.3505,835
5498,-200,32.3,1605,631,660,220,1920,2321,35.2,16.6,0.9242,1425
5499,-200,9,939,99,920,102,1492,647,30.3,19,0.8103,889
5500,-200,1.3,530,79,1079,60,846,438,6.4,50.2,0.485,904
5501,-200,5.3,776,45,1122,60,1375,468,29.9,22,0.9181,991
5502,-200,1.6,554,106,1206,77,807,783,4,50.4,0.4154,806
5503,483,21.2,1331,246,615,136,2069,1635,21.4,44.4,1.1176,1495
5504,-200,6.8,850,287,690,165,1146,943,12.2,50.9,0.7202,1096
5505,-200,3.7,695,192,883,86,1094,826,6.2,82.1,0.7825,915
5506,-200,8.4,917,385,652,227,1218,1205,5.6,81.2,0.7443,1170
5507,-200,4.8,755,293,966,116,1051,714,12.1,46.5,0.653,850
5508,-200,1.9,578,11,1144,16,1464,463,27.7,52.5,1.923,841
5509,-200,11.7,1041,165,783,137,1641,1036,37.4,17.3,1.0914,1066
5510,-200,10.7,1003,97,904,96,1716,916,21.7,46.9,1.2044,1020
5511,-200,1.6,551,114,1062,92,817,712,6.1,43.6,0.4129,918
5512,191,15.4,1162,159,838,111,1829,1263,23.9,30,0.8757,1400
5513,-200,0.8,478,55,1498,41,821,348,10.4,37.4,0.4717,704
5514,-200,17.3,1218,399,478,135,1620,1494,13.4,68.1,1.0441,1385
5515,-200,12.5,1065,319,597,90,1686,1576,25.8,56.1,1.841,1285
5516,-200,3,651,107,1170,55,1117,575,19.8,38.6,0.8831,810
5517,-200,14.2,1123,466,508,182,1404,1339,18.8,31.8,0.6853,1328
5518,-200,5.1,769,-200,1002,-200,1524,868,12.6,79.9,1.1596,997
5519,386,13.5,1100,195,755,119,1799,1192,14.9,59.3,0.9974,1390
5520,-200,6.5,836,118,666,92,1278,822,19.5,39.3,0.882,1168
5521,188,9.5,958,126,933,96,1514,1036,19.2,31.3,0.6887,1210
5522,-200,5.4,781,-200,889,-200,1356,641,29.8,28,1.1558,953
5523,-200,8.9,934,206,743,57,1525,1041,19,66.1,1.4415,1057
5524,-200,9.5,959,111,856,116,1544,690,33.9,18.4,0.9587,995
5525,-200,11.8,1042,122,756,130,1697,1062,30.5,29.9,1.2875,1029
5526,-200,25.5,1442,933,435,202,1839,1966,14.2,66.8,1.073,1581
5527,-200,6.2,819,235,782,126,1101,1083,8.3,69.7,0.7632,1024
5528,-200,5.3,778,29,797,36,1665,910,26.7,60.7,2.0977,991
5529,-200,1.7,558,7,1232,11,1485,452,25.4,63.1,2.0184,817
5530,-200,13.9,1113,419,604,101,1736,1073,19.8,81,1.8538,1296
5531,-200,6.4,831,320,771,136,1063,1054,3.4,71.3,0.5626,1028
5532,-200,15.3,1159,134,681,100,1949,1207,20.2,52.9,1.234,1397
5533,478,18.2,1246,263,669,94,1921,1403,10.8,64,0.8307,1417
5534,278,10.1,980,152,850,111,1637,1055,15.7,50.9,0.8997,1224
5535,21,1.9,574,-200,1680,-200,1187,512,7,62.3,0.6261,889
5536,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5537,-200,10.2,985,-200,645,-200,1544,1109,18.4,74.6,1.5631,1112
5538,,,,,,,,,,,,
5539,-200,2.4,614,-200,1286,-200,718,591,10.4,19.2,0.242,698
5540,-200,12,1048,147,925,114,1416,966,21.2,18.9,0.471,1006
5541,-200,23,1378,851,416,248,1637,2225,11,53.6,0.7033,1707
5542,-200,29.9,1549,-200,540,-200,2396,1645,12.3,69.2,0.9906,1565
5543,-200,5.3,780,255,798,145,1004,1060,4.6,64.4,0.5525,1016
5544,-200,10.8,1008,391,597,158,1308,1121,20.2,32.2,0.7526,1263
5545,-200,8.1,905,334,718,137,1104,1389,6.2,59.6,0.5698,1176
5546,-200,30.3,1559,553,485,204,2158,1639,28.5,37.2,1.4282,1464
5547,-200,3.1,661,185,1016,125,757,435,4,36.8,0.3016,840
5548,-200,17,1210,420,484,139,1629,1491,14.1,66,1.0539,1372
5549,-200,4.6,744,58,967,65,1511,935,15.6,63.9,1.1287,966
5550,-200,14.6,1136,137,717,103,1870,1291,17.1,61.5,1.1873,1198
5551,144,7.4,875,103,1027,104,1357,620,21.1,24.5,0.604,1007
5552,-200,0.7,471,63,1552,53,698,357,5.6,37.7,0.3444,691
5553,-200,5,765,58,1054,61,1543,575,17.3,59.5,1.1667,932
5554,-200,9,941,138,1016,95,1425,756,25.7,19.4,0.6304,1020
5555,-200,3.8,699,37,982,38,1505,495,37.3,28.8,1.8087,972
5556,-200,19.9,1294,-200,579,-200,1744,1317,28.9,25.4,0.9933,1205
5557,-200,2.3,606,-200,1417,-200,1248,656,19,38.9,0.8468,811
5558,-200,3.9,707,122,740,74,1267,930,16.2,64.3,1.1729,1034
5559,-200,18.5,1255,689,435,221,1541,2226,9.4,73.4,0.8662,1751
5560,-200,11.9,1048,414,707,181,983,1246,12.5,17.2,0.2477,1060
5561,-200,17.3,1219,602,410,147,1677,1830,17.6,59.7,1.188,1590
5562,-200,2,586,125,1163,92,814,473,1.4,53.1,0.3642,847
5563,-200,9.5,958,302,732,92,1330,1181,16,58.1,1.0482,1202
5564,-200,11.5,1031,652,649,170,1181,1388,12.4,37.1,0.5329,1139
5565,-200,5.2,774,43,825,53,1562,687,27.1,48.2,1.7075,935
5566,-200,8.5,921,-200,731,-200,1490,897,26.8,33.8,1.1723,1031
5567,-200,18.7,1261,717,532,114,1644,1479,9.8,80.5,0.9724,1414
5568,-200,6.7,844,112,1048,43,1193,669,21.1,27.7,0.6853,877
5569,-200,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985,1100
5570,-200,34,1643,572,436,182,2259,1781,24.6,50,1.5241,1673
5571,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302,1124
5572,-200,47.5,1920,1014,328,171,2609,2204,23.1,61.1,1.7082,1882
5573,-200,17.7,1230,-200,616,-200,1565,1296,16.8,57.8,1.0947,1153
5574,-200,7,857,75,753,84,1485,821,24.3,43.3,1.2973,969
5575,-200,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128,1020
5576,-200,10.6,1000,306,880,138,942,936,14.8,15.6,0.2615,878
5577,-200,24.6,1419,849,1104,145,1799,1547,9.5,78.3,0.9338,1396
5578,-200,6,811,215,708,136,1182,1031,10.1,58.9,0.7301,1133
5579,-200,6.6,839,-200,958,-200,1467,1024,16.3,49.7,0.916,1000
5580,-200,2.8,638,31,1024,38,1506,655,24.3,58.4,1.7508,835
5581,-200,4.5,736,86,1069,85,1459,611,15.9,55.3,0.991,975
5582,-200,4,709,34,1034,51,1522,599,21.3,58.1,1.457,872
5583,-200,2.8,636,122,845,90,1084,976,8.9,71.9,0.8202,1036
5584,-200,5.5,786,-200,812,-200,1086,796,12,49.3,0.69,971
5585,-200,6.1,816,244,745,169,1026,1230,8.5,45.8,0.5108,1141
5586,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200,-200
5587,-200,5.3,777,228,760,143,1137,1024,12.5,47.8,0.6877,1111
5588,509,19.8,1292,178,680,145,1878,1300,27.3,30,1.0752,1496
5589,-200,8.6,925,339,772,109,1649,1161,21.1,70.1,1.7366,1060
5590,-200,6.5,836,49,771,57,1662,821,25.8,60.4,1.9759,1001
5591,-200,8.5,918,-200,857,-200,1589,939,11,75,0.9821,1093
5592,-200,4.6,743,54,1039,66,1282,500,39.7,13.5,0.965,910
5593,-200,5.3,778,286,832,168,905,782,9.4,32.7,0.3855,974
5594,-200,5.7,799,277,775,134,1231,969,12.8,65.5,0.964,1124
5595,-200,5.9,809,56,877,68,1606,690,29.6,37.7,1.544,1025
5596,-200,5.2,772,-200,854,-200,1613,728,23.7,56.5,1.6341,930
5597,-200,2,584,-200,1102,-200,1363,513,24.5,50.9,1.5416,815
5598,-200,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451,1220
5599,-200,33.9,1639,164,477,123,1013,1582,11.7,36.9,0.506,1295
5600,-200,5.7,800,50,911,68,1478,751,20.7,46.4,1.1198,903
5601,-200,1.8,568,100,1190,57,997,453,11.9,55.5,0.7711,780
5602,-200,9.9,974,188,883,123,1673,1272,17.4,49.1,0.9688,1316
5603,-200,15.2,1156,227,758,103,1958,1272,18.5,70.3,1.4826,1199
5604,-200,11.2,1022,492,752,193,1101,1367,12.2,30,0.4245,1100
5605,-200,2.5,618,-200,1042,-200,1231,488,27,34.3,1.2089,867
5606,27,1.3,524,21,1588,31,1071,341,10.7,45.8,0.5895,818
5607,-200,6.9,853,321,725,129,1307,1029,13.6,68.9,1.0661,1226
5608,-200,7.2,867,92,785,65,1717,880,33.2,39.2,1.9642,1069
5609,-200,8.4,916,463,687,206,1055,1490,7.5,44,0.4564,1156
5610,-200,4.1,718,144,714,96,1300,905,13.6,82.8,1.2817,1099
5611,-200,10,979,-200,666,-200,1520,1156,19.5,69.7,1.5596,1103
5612,-200,3.6,686,55,1135,48,1405,741,12,68,0.9547,866
5613,-200,12.2,1057,189,778,140,1633,1076,36.2,18,1.0636,1076
5614,-200,12.3,1060,126,660,101,1840,1227,24,51.9,1.5252,1217
5615,-200,8.2,906,-200,724,-200,1305,1004,11.6,80.1,1.0899,1062
5616,-200,4.5,739,184,834,122,966,541,19.9,26.3,0.6054,924
5617,377,17.7,1231,172,766,127,1798,1155,24.5,27.8,0.8433,1317
5618,-200,8,898,79,807,88,1508,879,29.5,32.1,1.3005,972
5619,134,6,812,112,988,65,1500,950,10.8,70.5,0.9142,1073
5620,-200,10.9,1010,-200,1116,-200,1480,1027,21.7,29.2,0.7458,1021
5621,-200,45.9,1889,1052,340,186,2603,2110,24.8,53.9,1.6683,1915
5622,-200,14.2,1124,120,810,97,1716,871,25.2,29.7,0.9371,1098
5623,-200,27.2,1483,949,446,208,1845,2058,15.8,56.3,1.0026,1608
5624,-200,2.8,637,129,960,106,883,607,7.1,47.9,0.4867,939
5625,-200,27.9,1500,358,496,141,2275,2021,26.9,34.4,1.2036,1428
5626,-200,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385,828
5627,-200,8.9,937,64,802,80,1566,989,23.4,38.6,1.0968,950
5628,-200,8.3,913,293,643,174,1124,1396,7.8,50,0.53,1228
5629,-200,13.5,1102,-200,670,-200,1609,1480,37.6,19.6,1.2534,1104
5630,268,12.4,1064,160,881,110,1639,1097,16,42.4,0.7674,1171
5631,-200,-200,-200,286,-200,121,-200,-200,-200,-200,-200,-200
5632,-200,23.5,1390,582,423,229,1676,1915,16.9,42.9,0.8222,1545
5633,-200,6,812,-200,782,-200,1158,1158,7.8,81.3,0.8631,1079
5634,-200,5,764,162,892,69,1415,905,18.1,72.5,1.4876,922
5635,-200,6.5,834,82,1031,60,1527,763,16.6,52.1,0.9785,909
5636,-200,22.6,1367,-200,722,-200,2008,1330,18.4,45.7,0.9559,1221
5637,-200,17.1,1213,661,668,243,1216,1402,11.9,27.9,0.3882,1087
5638,-200,9.3,950,186,876,114,1434,1138,26.2,35.7,1.1929,1081
5639,-200,34.9,1663,681,473,225,2167,1785,28.1,32.4,1.2173,1476
5640,-200,18.6,1257,715,494,135,1571,1704,10.1,83.5,1.0296,1439
5641,-200,4,710,-200,956,-200,1377,493,31.9,28.2,1.3116,872
5642,-200,9.4,956,58,708,93,1724,818,27.1,49.4,1.7398,1097
5643,-200,9.6,963,126,781,122,1665,1024,18.9,52.2,1.1313,1255
5644,-200,11,1015,-200,647,-200,1619,1056,24.7,51.9,1.5868,1298
5645,127,6,810,77,899,83,1532,1021,12.8,71.9,1.0632,1132
5646,-200,18,1240,194,662,126,1841,1427,19.1,41.9,0.9158,1424
5647,-200,7.3,871,72,771,71,1666,942,22.6,58.8,1.5903,975
5648,-200,9.7,968,-200,992,-200,1565,740,28.7,25,0.9684,903
5649,-200,0.4,434,77,1556,60,763,318,3.9,47.3,0.3862,762
5650,-200,4.9,758,51,1091,57,1434,522,26.8,27.3,0.9462,1005
5651,-200,14.3,1126,104,644,104,1782,1252,30.1,30.2,1.2711,1234
5652,-200,12.5,1066,566,525,211,1397,1560,14.8,51,0.8507,1407
5653,-200,20.3,1305,-200,513,-200,1851,1421,18.8,73.7,1.5785,1369
5654,-200,0.4,429,-200,1750,-200,803,296,11,37.3,0.488,676
5655,-200,6.3,828,52,922,59,1618,683,26.9,39.7,1.3898,1048
5656,163,6.9,853,149,960,99,1531,873,10,68.7,0.8456,1124
5657,-200,27.7,1496,548,429,137,2127,1743,26.9,48.6,1.7017,1612
5658,-200,23.3,1385,280,563,197,2205,1661,34,32.9,1.7251,1352
5659,-200,8,898,130,922,97,1595,891,13.4,65.2,0.9996,1041
5660,-200,10.7,1002,385,612,212,1299,1214,8.5,66.3,0.7387,1205
5661,-200,3.6,687,48,1025,66,1491,528,27.6,43.7,1.5877,928
5662,-200,9.8,972,75,819,84,1714,752,34.4,26.6,1.423,1101
5663,-200,25.6,1444,701,417,240,1702,1738,19.1,32.5,0.7112,1493
5664,,,,,,,,,,,,
5665,-200,19.4,1281,253,580,178,2021,1474,36.4,27.3,1.6308,1440
5666,-200,26.9,1477,799,542,132,1973,1556,15,57.7,0.9778,1372
5667,-200,11.2,1020,-200,645,-200,1340,1135,12.1,61.5,0.8677,1193
5668,-200,15.9,1178,366,574,111,1769,1208,20.2,66.9,1.5643,1311
5669,-200,8.6,924,316,899,137,993,897,8.8,35.7,0.4043,959
5670,457,21.6,1341,177,702,131,1955,1315,23.7,30.2,0.8718,1388
5671,97,6,811,99,1097,91,1308,778,9.8,50.8,0.6172,1001
5672,-200,0.8,476,36,1249,35,794,350,6.9,48.1,0.4796,872
5673,29,2.8,640,43,1320,61,1386,867,14.8,59.2,0.9879,968
